City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,sao gabriel da cachoeira,-0.1303,-67.0892,300.04,83,75,2.06,BR,1670423278
368,aklavik,68.2191,-135.0107,248.15,70,75,6.17,CA,1670423278
369,salalah,17.0151,54.0924,300.2,65,40,2.57,OM,1670423278
370,bud,39.447,-86.1758,281.9,98,100,1.72,US,1670423279
371,bandundu,-3.3167,17.3667,296.37,89,100,3.14,CD,1670423279
372,los alamos,35.8881,-106.307,276.07,82,100,0.45,US,1670423279
373,namatanai,-3.6667,152.4333,299.39,81,96,2.81,PG,1670423280
374,seia,40.4151,-7.7086,288.06,66,100,0.45,PT,1670423036
375,skegness,53.1436,0.3363,278.74,79,65,7.3,GB,1670423280
376,san quintin,30.4833,-115.95,285.37,80,16,2.86,MX,1670423280
377,tabou,4.423,-7.3528,300.99,76,71,2.7,CI,1670423280
378,sawai madhopur,25.9833,76.3667,289.65,32,0,0.4,IN,1670423281
379,salmo,49.1999,-117.2689,268.42,98,99,1.29,CA,1670423281
380,marienburg,54.0359,19.0266,276.42,88,91,4.45,PL,1670423281
381,monterey,36.2505,-121.2516,278.25,1,7,0.65,US,1670423282
382,sabang,5.8933,95.3214,300.62,73,100,3.7,ID,1670423282
383,kristianstad,56.0313,14.1524,272.23,93,75,4.63,SE,1670423282
384,sherbakul,54.6316,72.3963,253.74,99,59,2.45,RU,1670423283
385,bereda,43.2686,-7.5406,287.82,96,94,1.51,ES,1670423283
386,sawtell,-30.3833,153.1,294.16,83,100,1.54,AU,1670423283
387,cozumel,20.5083,-86.9458,299.86,85,0,2.24,MX,1670423158
388,gari,59.4307,62.3497,258.5,91,16,3.59,RU,1670423284
389,trinidad,-14.8333,-64.9,302.14,74,40,2.06,BO,1670423284
390,palmer,42.1584,-72.3287,287.38,87,100,3.6,US,1670423095
391,talnakh,69.4865,88.3972,261.84,96,100,2.05,RU,1670423284
392,arman,59.7,150.1667,249.15,83,26,4.0,RU,1670423285
393,haljala,59.4336,26.2614,268.59,94,100,5.14,EE,1670423285
394,ewa beach,21.3156,-158.0072,298.12,75,0,6.17,US,1670423119
395,baykit,61.67,96.37,262.41,89,100,5.14,RU,1670423286
396,bodmin,50.4715,-4.7243,280.66,70,0,2.57,GB,1670423286
397,bermeo,43.4209,-2.7215,289.65,82,84,2.39,ES,1670423286
398,yerofey pavlovich,53.9667,121.9667,249.16,98,99,1.59,RU,1670423286
399,kiunga,-6.1219,141.2906,296.34,98,100,0.99,PG,1670423287
400,stende,57.15,22.5333,271.35,97,100,3.04,LV,1670423287
401,mandiana,10.6333,-8.6833,309.58,15,0,3.6,GN,1670423287
402,kaeo,-35.1,173.7833,288.37,95,100,9.34,NZ,1670423288
403,progreso,21.2833,-89.6667,297.1,76,0,4.03,MX,1670423288
404,narsaq,60.9167,-46.05,270.27,72,81,2.88,GL,1670423288
405,dalmau,26.0667,81.0333,291.0,35,0,2.65,IN,1670423289
406,port hardy,50.6996,-127.4199,277.25,87,100,10.8,CA,1670423289
407,faya,18.3851,42.4509,291.44,55,0,3.13,SA,1670423289
408,susuman,62.7833,148.1667,233.06,100,100,0.49,RU,1670423289
409,half moon bay,37.4636,-122.4286,282.59,91,20,0.0,US,1670423290
410,sergeyevka,53.88,67.4158,252.34,100,90,1.89,KZ,1670423290
411,zharkent,44.1628,80.0,267.21,80,100,0.89,KZ,1670423290
412,rio branco,-9.9747,-67.81,299.49,89,75,1.03,BR,1670423291
413,urumqi,43.801,87.6005,258.68,92,75,1.0,CN,1670422921
414,hervey bay,-25.2986,152.8535,297.69,87,0,6.9,AU,1670423291
415,kundla,21.3333,71.3,298.61,40,0,3.15,IN,1670423291
416,ixtapa,20.7,-105.2,296.61,94,0,2.06,MX,1670423292
417,yar-sale,66.8333,70.8333,259.84,91,100,4.82,RU,1670423292
418,atocha,-20.9333,-66.2333,284.45,53,92,4.03,BO,1670423292
419,taylor,32.3001,-99.8337,290.38,85,0,2.57,US,1670423093
420,betanzos,43.2804,-8.2147,289.66,72,0,0.45,ES,1670423293
421,goderich,43.7501,-81.7165,278.66,93,100,1.54,CA,1670423293
422,pacific grove,36.6177,-121.9166,279.06,93,0,1.54,US,1670423293
423,visavadar,21.3833,70.6833,297.98,37,0,3.0,IN,1670423294
424,bonthe,7.5264,-12.505,303.72,62,32,3.93,SL,1670423294
425,port washington,40.8257,-73.6982,287.67,90,100,1.54,US,1670423294
426,casian,11.035,119.7136,300.98,78,84,6.9,PH,1670423295
427,sechura,-5.5569,-80.8222,294.49,67,90,3.77,PE,1670423295
428,les escoumins,48.1111,-69.0236,274.79,90,100,6.83,CA,1670423295
429,nouadhibou,20.931,-17.0347,295.14,68,36,6.69,MR,1670423296
430,feijo,-8.1642,-70.3536,298.35,83,100,0.89,BR,1670423296
431,tukrah,32.5341,20.5791,295.31,50,3,4.54,LY,1670423296
432,duverge,18.3784,-71.5247,299.18,45,0,0.99,DO,1670423297
433,epernay,49.05,3.95,278.21,82,100,1.33,FR,1670423297
434,porto belo,-27.1578,-48.5531,304.7,78,25,3.55,BR,1670423297
435,miguel hidalgo,19.4225,-99.2028,286.81,50,0,2.57,MX,1670423298
436,changji,44.0167,87.3167,260.59,92,75,1.0,CN,1670423298
437,mentougou,39.9392,116.0917,266.67,22,100,1.05,CN,1670423298
438,sao fidelis,-21.6461,-41.7469,298.12,96,100,1.74,BR,1670423299
439,wanaka,-44.7,169.15,284.29,85,100,1.52,NZ,1670423299
440,upata,8.0086,-62.3989,297.7,72,97,2.27,VE,1670423299
441,berdigestyakh,62.0989,126.6992,248.51,97,100,3.24,RU,1670423300
442,sorkjosen,69.8,20.9333,269.15,93,100,1.03,NO,1670423300
443,karasjok,69.4719,25.5112,265.26,97,100,0.64,NO,1670423300
444,clyde river,70.4692,-68.5914,258.28,72,100,3.09,CA,1670423301
445,berbera,10.4396,45.0143,299.51,65,96,6.42,SO,1670423301
446,san patricio,28.017,-97.5169,294.21,94,34,1.72,US,1670423301
447,preobrazheniye,42.9019,133.9064,269.02,60,80,4.22,RU,1670423302
448,istok,42.7808,20.4875,282.96,86,90,0.45,XK,1670423302
449,porto nacional,-10.7081,-48.4172,304.15,50,10,3.04,BR,1670423302
450,lengshuitan,26.4111,111.5956,281.59,83,45,1.23,CN,1670423303
451,sobolevo,54.4299,31.8996,267.4,95,100,7.93,RU,1670423303
452,bogale,16.2833,95.4,298.46,80,91,2.01,MM,1670423303
453,front royal,38.9182,-78.1944,284.95,100,100,0.0,US,1670423304
454,ustyuzhna,58.8394,36.4321,265.53,77,86,5.42,RU,1670423304
455,puerto madryn,-42.7692,-65.0385,292.0,58,100,2.61,AR,1670423304
456,tarija,-21.5355,-64.7296,301.1,34,40,2.06,BO,1670423305
457,mogadishu,2.0371,45.3438,301.1,75,22,7.74,SO,1670423305
458,mlalo,-4.9333,38.9333,301.92,65,30,4.42,TZ,1670423305
459,vardo,70.3705,31.1107,274.2,80,100,4.05,NO,1670423305
460,kaka,37.3482,59.6143,276.98,46,7,2.71,TM,1670423306
461,madang,-5.2246,145.7966,298.2,91,100,0.87,PG,1670423306
462,bay roberts,47.5999,-53.2648,277.22,97,100,2.68,CA,1670423306
463,livramento,-3.0254,-60.1803,303.53,66,40,5.14,BR,1670423307
464,thinadhoo,0.5333,72.9333,301.24,74,23,5.35,MV,1670423307
465,wencheng,33.0559,113.7978,280.39,69,92,1.71,CN,1670423307
466,bani walid,31.7566,13.9942,298.77,19,24,6.21,LY,1670423308
467,lagoa,39.05,-27.9833,287.86,78,97,11.13,PT,1670423308
468,auki,-8.7676,160.7034,298.08,89,93,1.41,SB,1670423308
469,ahipara,-35.1667,173.1667,289.38,83,96,8.14,NZ,1670423308
470,portel,-1.9356,-50.8211,302.71,66,97,2.07,BR,1670423309
471,tual,-5.6667,132.75,301.77,71,79,2.7,ID,1670423309
472,khromtau,50.2503,58.4347,253.2,85,29,3.09,KZ,1670423309
473,marzuq,14.4,46.4667,297.69,32,6,3.17,YE,1670423310
474,tiarei,-17.5333,-149.3333,298.16,77,34,8.26,PF,1670423310
475,colares,38.7992,-9.4469,288.03,96,75,7.72,PT,1670423310
476,anchorage,61.2181,-149.9003,272.21,95,100,2.57,US,1670423105
477,marabba,12.35,32.1833,305.14,16,79,4.94,SD,1670423311
478,bosaso,11.2842,49.1816,298.97,64,63,4.42,SO,1670423242
479,tynda,55.1667,124.7167,249.23,97,100,1.35,RU,1670423311
480,isla mujeres,21.2311,-86.731,300.18,70,9,7.09,MX,1670423311
481,kashi,39.4547,75.9797,271.71,37,75,2.0,CN,1670423312
482,ukiah,39.1502,-123.2078,277.65,95,100,0.0,US,1670423312
483,socorro,31.6546,-106.3033,288.71,65,100,3.6,US,1670423312
484,pades,45.0167,22.85,277.79,96,100,0.97,RO,1670423313
485,dumai,1.6833,101.45,297.41,92,99,0.73,ID,1670423313
486,sainte-rose,16.3324,-61.6979,299.17,69,20,2.57,GP,1670423313
487,tautira,-17.7333,-149.15,299.24,78,49,8.35,PF,1670423313
488,macae,-22.3708,-41.7869,297.11,88,100,3.39,BR,1670423314
489,leirvik,59.7798,5.5005,272.94,64,20,0.51,NO,1670423314
490,marfino,55.7028,37.3822,263.8,78,0,7.0,RU,1670423314
491,port lincoln,-34.7333,135.8667,286.03,59,4,5.84,AU,1670423315
492,taman,45.2117,36.7161,279.36,73,100,2.33,RU,1670423315
493,magadan,59.5667,150.8,254.09,77,40,2.45,RU,1670423173
494,tandalti,13.0167,31.8667,304.24,15,27,5.5,SD,1670423315
495,at-bashi,41.1702,75.8106,262.66,86,93,1.11,KG,1670423315
496,arlit,18.7369,7.3853,305.08,8,7,2.3,NE,1670423316
497,periyanayakkanpalaiyam,11.15,76.9333,298.92,69,75,1.03,IN,1670423316
498,tamworth,52.634,-1.6959,277.95,85,17,1.79,GB,1670423316
499,mnogovershinnyy,53.9353,139.9242,251.81,94,36,4.05,RU,1670423317
500,kropotkin,45.4375,40.5756,275.35,65,100,6.28,RU,1670423317
501,caucaia,-3.7361,-38.6531,307.76,65,20,9.26,BR,1670423145
502,winneba,5.3511,-0.6231,303.3,63,26,4.67,GH,1670423317
503,jutai,-5.1833,-68.9,295.32,98,100,1.07,BR,1670423318
504,borovskoy,53.8,64.15,251.01,100,84,1.78,KZ,1670423318
505,port shepstone,-30.7414,30.455,298.08,81,79,9.57,ZA,1670423318
506,komsomolskiy,40.4272,71.7189,274.55,75,75,1.03,UZ,1670423319
507,troitskoye,52.9821,84.6757,249.9,100,93,0.77,RU,1670423319
508,mariakani,-3.8633,39.4736,303.2,63,85,4.29,KE,1670423319
509,markova,48.6758,24.4138,274.0,85,50,1.31,UA,1670423319
510,barra,-11.0894,-43.1417,302.2,52,6,1.86,BR,1670423320
511,carroll,39.5501,-77.0164,284.55,91,100,2.06,US,1670423320
512,shingu,33.7333,135.9833,280.72,70,5,2.79,JP,1670423320
513,muriwai beach,-36.8167,174.45,289.5,73,88,7.97,NZ,1670423321
514,laguna,38.421,-121.4238,280.94,95,20,0.0,US,1670423321
515,amapa,1.0,-52.0,303.66,55,74,2.5,BR,1670423321
516,leningradskiy,69.3833,178.4167,250.03,95,36,2.44,RU,1670423322
517,blagoyevo,63.3667,47.9167,267.03,91,100,3.88,RU,1670423322
518,jhang,33.6748,72.6963,288.49,29,12,1.45,PK,1670423322
519,flin flon,54.7682,-101.865,239.06,68,20,3.09,CA,1670423323
520,kedrovyy,56.1667,91.8167,259.38,92,100,4.96,RU,1670423323
521,mmabatho,-25.85,25.6333,298.13,57,40,5.14,ZA,1670423323
522,los llanos de aridane,28.6585,-17.9182,295.01,99,75,6.17,ES,1670423323
523,brus laguna,15.75,-84.4833,296.61,88,100,2.31,HN,1670423324
524,zhanakorgan,43.9098,67.2495,263.31,84,2,2.64,KZ,1670423324
525,otjimbingwe,-22.35,16.1333,305.93,7,0,7.02,NA,1670423324
526,bosobolo,4.1833,19.9,306.97,32,77,1.79,CD,1670423325
527,acapulco,16.8634,-99.8901,297.05,83,0,0.0,MX,1670423293
528,deputatskiy,69.3,139.9,243.71,94,100,3.23,RU,1670423325
529,santa flavia,38.085,13.5351,292.39,73,0,3.13,IT,1670423325
530,yarmouth,41.7057,-70.2286,285.23,96,100,4.12,US,1670423326
531,yatou,37.15,122.3833,276.5,56,99,1.55,CN,1670423326
532,nefteyugansk,61.0998,72.6035,257.58,93,100,5.75,RU,1670423326
533,san jorge,-31.8962,-61.8598,310.9,18,34,4.57,AR,1670423326
534,hofn,64.2539,-15.2082,272.16,64,20,8.23,IS,1670423327
535,waipawa,-41.4122,175.5153,281.42,73,100,3.9,NZ,1670423327
536,gushikawa,26.3544,127.8686,292.72,68,40,4.63,JP,1670423327
537,barreirinhas,-2.7469,-42.8264,307.7,32,6,4.52,BR,1670423328
538,khani,41.9563,42.9566,277.91,67,29,1.98,GE,1670423328
539,ahualulco,22.4,-101.1667,281.05,78,0,0.86,MX,1670423328
540,westport,41.1415,-73.3579,287.92,91,100,4.63,US,1670423329
541,maldonado,-34.6667,-54.9167,300.5,18,0,2.96,UY,1670423329
542,zhangye,38.9342,100.4517,268.42,58,79,2.12,CN,1670423329
543,newport,51.5877,-2.9984,280.25,78,97,0.99,GB,1670423329
544,hobyo,5.3505,48.5268,300.12,75,96,7.88,SO,1670423330
545,wamba,8.9333,8.6,306.71,14,100,3.63,NG,1670423330
546,camacupa,-12.0167,17.4833,296.93,60,53,2.91,AO,1670423330
547,lac du bonnet,50.2536,-96.0612,242.49,100,10,1.53,CA,1670423331
